Latitude,Longitude,Sample Date,pet,ppt,q,tmax,tmin,srad,soil,ws
-31.396,29.2651,08-05-2012,81.5,10.9,0.5,25.09,12.7,129.29929,12.6,2.52
-25.57877778,29.12747222,08-05-2012,89.6,0.4,0.0,26.66,5.6299996,185.5011,3.2,1.49
-29.161667,23.696389,09-05-2012,84.3,1.1,0.1,24.59,5.87,165.5008,0.1,1.78
-25.49037,30.6986,09-05-2012,85.700005,2.0,0.1,26.26,8.47,181.3017,11.3,1.52
-28.801278,31.955389,09-05-2012,76.4,12.200000000000001,0.6000000000000001,27.01,14.299999,146.39922,12.900001,2.19
-27.273889,28.49,09-05-2012,80.4,0.2,0.0,22.49,1.6999999,173.89963,2.8,1.8199999
-27.4275,28.525833,09-05-2012,79.200005,0.2,0.0,22.189999,1.53,172.29828,2.5,1.8499999
-27.3,28.586944,09-05-2012,79.5,0.2,0.0,22.41,1.64,173.49928,2.7,1.79
-27.398611,26.614722,09-05-2012,87.700005,0.30000000000000004,0.0,24.67,4.92,175.90128,1.7,1.8199999
-29.028629,24.638389,09-05-2012,84.9,1.3,0.1,24.35,5.2,164.50406,0.1,1.87
-29.1825,23.575556,09-05-2012,84.9,1.1,0.1,24.58,6.02,165.69688,0.1,1.81
-30.570833,29.150556,09-05-2012,67.700005,4.1000000000000005,0.2,20.91,4.64,138.0004,4.5,1.87
-31.104278,29.399722,09-05-2012,75.6,9.3,0.5,23.689999,10.139999,129.90387,14.1,2.33
-33.31388889,19.07472222,09-05-2012,57.3,27.0,1.4000000000000001,21.77,9.67,133.19641,5.7000003,1.1899999
-28.7115,24.07288889,10-05-2012,86.5,1.1,0.1,24.91,5.68,167.9028,0.3,1.8299999
-29.140556,31.391944,10-05-2012,76.1,4.3,0.2,26.48,13.54,144.50375,13.3,2.23
-28.75,30.442778,10-05-2012,73.700005,0.5,0.0,27.099998,9.67,154.10358,2.4,1.24
-29.161667,30.629722,10-05-2012,67.700005,1.0,0.1,22.369999,7.8399997,148.09859,5.1,1.68
-27.38972222,26.46388889,10-05-2012,88.0,0.4,0.0,24.689999,4.8599997,176.20358,1.8000001,1.8299999
-27.935,26.126667,10-05-2012,85.1,0.4,0.0,23.949999,3.47,172.39633,1.5,1.8299999
-27.671111,27.236944,10-05-2012,84.5,0.2,0.0,23.779999,3.99,173.49928,1.8000001,1.8199999
-28.376944,24.303056,10-05-2012,88.200005,0.9,0.0,24.9,5.68,170.40283,0.3,1.9
-31.031389,28.883333,10-05-2012,71.6,5.2,0.30000000000000004,23.109999,7.77,135.00198,9.3,1.87
-30.86013889,29.07125,10-05-2012,70.3,5.1000000000000005,0.30000000000000004,23.31,7.8999996,135.80266,5.7000003,1.76
-30.77586667,29.03221667,10-05-2012,70.700005,5.0,0.2,23.09,7.52,136.20299,4.1,1.79
-33.7075,18.97444444,10-05-2012,63.7,41.7,2.1,21.46,9.5199995,126.89729,6.3,2.1299999
-33.72266667,18.61691667,10-05-2012,65.5,38.6,1.9000000000000001,20.9,10.08,123.99693,5.2000003,3.07
-27.902778,24.615556,11-05-2012,91.200005,0.7000000000000001,0.0,25.41,5.89,174.10387,0.3,1.93
-28.44555556,32.325,19-04-2012,78.200005,26.400000000000002,1.3,27.449999,15.599999,147.69826,13.7,2.07
-31.554722,29.245556,12-05-2012,88.9,11.600000000000001,0.6000000000000001,24.9,12.71,128.30255,12.900001,3.12
-28.760833,17.730278,13-05-2012,112.5,0.30000000000000004,0.0,27.76,12.559999,170.40283,0.0,2.35
-25.99136,27.84208,14-05-2012,86.1,0.0,0.0,23.58,4.72,183.80173,3.2,1.76
-26.861111,28.884722,14-05-2012,79.8,0.2,0.0,22.42,2.1299999,176.99606,3.4,1.6999999
-26.45,28.085833,14-05-2012,81.6,0.1,0.0,22.92,3.3899999,181.60397,3.0,1.61
-25.681111,31.783333,15-05-2012,82.6,3.4000000000000004,0.2,30.51,12.95,167.00409,7.5,1.11
-25.398889,31.610556,15-05-2012,83.3,3.0,0.1,30.32,12.21,170.29663,7.8,1.05
-27.00222,28.76528,15-05-2012,80.3,0.2,0.0,22.46,1.87,175.69702,3.2,1.77
-26.648056,27.089444,15-05-2012,87.1,0.1,0.0,23.789999,4.04,181.09744,2.3,1.86
-33.38056,19.30167,15-05-2012,58.2,25.5,1.3,19.27,6.99,134.10329,4.5,1.54
-25.45963889,28.26430556,15-05-2012,89.8,0.0,0.0,26.82,6.47,187.20047,3.5,1.4399999
-28.068333,31.55,15-05-2012,73.6,6.0,0.30000000000000004,27.699999,12.48,156.4974,2.0,1.11
-25.81048333,27.90955222,16-05-2012,88.200005,0.0,0.0,24.93,5.77,185.10077,3.3,1.65
-24.768889,31.39,16-05-2012,81.1,3.8000000000000003,0.2,29.189999,12.059999,173.59732,7.5,0.9
-29.033333,23.983333,16-05-2012,84.0,1.2000000000000002,0.1,24.58,5.52,165.69688,0.2,1.77
-34.092222,21.295278,16-05-2012,66.3,10.100000000000001,0.5,22.71,8.55,132.2977,3.0,2.18
-33.13083,18.86278,16-05-2012,61.4,23.6,1.2000000000000002,22.359999,10.49,132.10162,4.6,1.4
-24.99328,30.81444,17-05-2012,70.6,1.6,0.1,21.08,4.47,165.40277,14.6,2.01
-33.970833,22.548333,17-05-2012,61.7,74.2,3.7,19.529999,9.889999,105.802216,13.400001,3.6699998
-25.436111,31.982222,18-05-2012,73.1,1.3,0.1,28.23,10.49,147.9025,8.0,1.43
-25.14944444,31.94055556,18-05-2012,73.6,1.4000000000000001,0.1,28.17,10.58,152.90259,6.6,1.37
-29.7775,29.470833,21-05-2012,59.0,34.5,1.7000000000000002,16.88,-0.65,132.40392,7.3,2.28
-29.987778,29.851667,21-05-2012,61.5,37.7,1.9000000000000001,20.01,3.25,129.60158,8.8,1.99
-29.744167,29.905833,21-05-2012,61.4,33.9,1.7000000000000002,20.439999,3.3899999,133.00032,5.3,1.9
-30.27402,30.69602,21-05-2012,75.0,55.6,2.8000000000000003,23.39,12.44,125.802505,12.900001,3.04
-26.73806,27.59194,21-05-2012,71.200005,8.8,0.4,18.58,0.61,156.20328,2.5,2.3799999
-33.818056,19.694722,21-05-2012,50.2,70.9,3.5,18.92,6.27,109.10292,20.6,2.33
-27.01011111,26.69808333,22-05-2012,75.1,18.6,0.9,19.57,1.77,151.20322,1.5,2.5
-34.065833,20.404167,22-05-2012,46.7,49.6,2.5,20.32,7.14,106.398636,4.0,1.87
-24.679167,30.8025,22-05-2012,69.8,1.7000000000000002,0.1,21.34,4.79,165.69688,9.3,1.9
-24.183889,30.823889,22-05-2012,80.200005,0.5,0.0,27.859999,9.599999,166.49756,4.7000003,1.4699999
-25.127778,27.628889,22-05-2012,79.8,4.1000000000000005,0.2,23.25,3.22,169.49596,4.0,2.02
-25.20639,27.558,22-05-2012,79.9,5.5,0.30000000000000004,23.09,3.27,169.29988,4.1,2.06
-24.69514,27.40906,22-05-2012,80.9,6.800000000000001,0.30000000000000004,23.13,3.4199998,172.1022,4.6,2.1299999
-27.363611,31.783333,22-05-2012,69.4,1.2000000000000002,0.1,26.289999,10.41,150.90091,6.9,1.56
-30.733889,29.828333,22-05-2012,65.200005,50.7,2.5,19.99,6.74,122.59985,11.3,2.46
-27.169444,29.233889,22-05-2012,63.8,6.5,0.30000000000000004,17.67,-1.1999999,154.79803,2.5,2.3
-26.880278,26.965,22-05-2012,74.9,13.100000000000001,0.7000000000000001,19.609999,1.39,152.298,2.1000001,2.5
-26.98472222,26.63227778,22-05-2012,75.6,18.5,0.9,19.67,1.8499999,150.99896,1.6,2.51
-29.160278,26.573333,22-05-2012,63.4,36.800000000000004,1.8,17.06,-0.83,130.40225,1.5,2.47
-30.336111,27.359444,22-05-2012,55.7,54.5,2.7,14.849999,0.11,120.99852,2.2,2.62
-33.501667,21.624167,22-05-2012,57.4,34.9,1.7000000000000002,18.779999,4.63,110.80229,0.1,2.3999999
-34.075556,20.145556,22-05-2012,47.0,51.400000000000006,2.6,19.439999,6.8599997,107.199295,5.3,1.99
-33.897778,20.012778,22-05-2012,50.0,53.1,2.7,19.689999,6.3399997,108.89867,3.3,2.11
-24.058889,31.237222,23-05-2012,74.0,0.5,0.0,27.449999,9.76,163.49915,1.3000001,1.22
-30.398056,30.601944,23-05-2012,77.0,52.800000000000004,2.6,23.67,12.96,124.90381,14.7,3.06
-30.160091,27.40124,23-05-2012,56.8,56.900000000000006,2.8000000000000003,15.179999,0.44,121.39885,2.1000001,2.55
-28.69485,28.23487,23-05-2012,60.600002,36.0,1.8,16.039999,-0.59999996,135.29611,1.8000001,2.61
-28.883333,27.89,23-05-2012,57.2,37.7,1.9000000000000001,15.65,-1.41,132.79608,1.9,2.3899999
-34.005833,22.351111,23-05-2012,61.5,67.5,3.4000000000000004,20.039999,9.809999,105.19763,7.1,3.35
-29.641944,30.6875,24-05-2012,65.200005,53.2,2.7,23.16,9.179999,132.79608,5.9,2.1
-30.830556,26.921389,24-05-2012,56.100002,51.300000000000004,2.6,15.089999,-0.22999999,120.99852,1.7,2.79
-29.380556,30.2775,24-05-2012,61.100002,21.8,1.1,19.92,3.47,137.60007,5.2000003,2.04
-30.679722,26.7125,24-05-2012,59.3,49.900000000000006,2.5,16.23,0.099999994,121.49689,1.4,2.78
-29.615556,27.065278,24-05-2012,60.2,48.7,2.4000000000000004,15.96,-0.089999996,125.50021,1.5,2.5
-34.031944,22.053333,24-05-2012,58.4,57.2,2.9000000000000004,20.64,8.96,105.90025,3.5,2.85
-34.039722,22.133333,24-05-2012,58.8,59.7,3.0,20.74,9.48,105.49992,3.8,2.9399998
-30.398056,30.601944,25-05-2012,77.0,52.800000000000004,2.6,23.67,12.96,124.90381,14.7,3.06
-30.27402,30.69602,25-05-2012,75.0,55.6,2.8000000000000003,23.39,12.44,125.802505,12.900001,3.04
-29.658056,25.973333,25-05-2012,59.5,34.7,1.7000000000000002,15.61,-1.0799999,128.59666,1.3000001,2.6699998
-31.000833,26.353056,25-05-2012,57.5,49.2,2.5,15.13,-1.11,121.09656,1.2,3.01
-28.460833,21.248889,25-05-2012,81.4,21.6,1.1,21.449999,4.11,143.19656,0.0,2.54
-29.803611,30.516111,25-05-2012,63.0,52.300000000000004,2.6,21.3,6.0899997,130.99866,6.1,2.3
-29.758889,30.935278,26-05-2012,69.1,51.400000000000006,2.6,23.48,11.809999,130.09996,5.6,2.6599998
-28.760833,17.730278,27-05-2012,82.9,7.300000000000001,0.4,23.619999,9.55,142.10178,0.0,2.23
-25.99136,27.84208,28-05-2012,74.200005,4.5,0.2,19.57,1.93,162.60043,3.0,2.34
-26.861111,28.884722,28-05-2012,66.200005,5.800000000000001,0.30000000000000004,18.14,-1.23,156.70166,3.2,2.29
-26.970278,27.211111,28-05-2012,74.1,12.3,0.6000000000000001,19.23,1.18,152.60028,2.2,2.47
-26.45,28.085833,28-05-2012,73.200005,6.5,0.30000000000000004,18.92,0.44,159.39777,2.8,2.48
-27.01011111,26.69808333,29-05-2012,75.1,18.6,0.9,19.57,1.77,151.20322,1.5,2.5
-29.380556,30.2775,29-05-2012,61.100002,21.8,1.1,19.92,3.47,137.60007,5.2000003,2.04
-27.00222,28.76528,29-05-2012,65.4,8.8,0.4,18.07,-1.51,154.10358,3.0,2.26
-26.648056,27.089444,29-05-2012,74.5,10.8,0.5,19.49,1.1,155.69675,2.2,2.4299998
-26.880278,26.965,29-05-2012,74.9,13.100000000000001,0.7000000000000001,19.609999,1.39,152.298,2.1000001,2.5
-26.98472222,26.63227778,29-05-2012,75.6,18.5,0.9,19.67,1.8499999,150.99896,1.6,2.51
-31.000833,26.353056,29-05-2012,57.5,49.2,2.5,15.13,-1.11,121.09656,1.2,3.01
-25.45963889,28.26430556,29-05-2012,79.700005,1.1,0.1,23.199999,3.4499998,167.20016,3.2,2.0
-29.161667,23.696389,30-05-2012,70.200005,27.400000000000002,1.4000000000000001,19.8,1.5699999,137.19974,0.1,2.27
-24.282222,28.090278,30-05-2012,81.700005,1.6,0.1,23.25,1.87,173.00092,4.2000003,2.2
-27.937778,31.209444,30-05-2012,66.700005,1.6,0.1,22.92,8.34,151.097,2.4,1.73
-28.404444,30.013056,30-05-2012,68.1,13.0,0.6000000000000001,21.32,3.06,148.70317,2.3,2.07
-28.1175,26.719444,30-05-2012,69.4,26.8,1.3,18.24,0.85999995,139.90402,1.5,2.48
-28.44555556,32.325,12-05-2012,78.200005,26.400000000000002,1.3,27.449999,15.599999,147.69826,13.7,2.07
-24.670833,28.560833,31-05-2012,79.700005,0.8,0.0,23.119999,3.1599998,173.09895,4.1,2.05
-27.573056,24.746389,31-05-2012,73.700005,19.900000000000002,1.0,20.34,1.64,147.69826,0.4,2.28
-30.679722,26.7125,31-05-2012,59.3,49.900000000000006,2.5,16.23,0.099999994,121.49689,1.4,2.78
-28.44555556,32.325,12-07-2012,66.8,2.4000000000000004,0.1,22.89,12.679999,147.19989,9.8,2.6499999
-33.38056,19.30167,31-05-2012,45.4,74.9,3.7,16.75,4.7999997,107.999954,30.300001,1.9399999
-33.13083,18.86278,31-05-2012,50.8,71.10000000000001,3.6,19.369999,8.389999,106.49667,21.300001,2.18
-29.161667,23.696389,01-06-2012,70.200005,27.400000000000002,1.4000000000000001,19.8,1.5699999,137.19974,0.1,2.27
-28.7115,24.07288889,01-06-2012,71.3,24.900000000000002,1.2000000000000002,20.25,1.49,139.90402,0.3,2.23
-27.5275,30.858056,01-06-2012,69.3,1.1,0.1,21.38,5.16,157.60036,4.5,2.1499999
-29.1825,23.575556,01-06-2012,70.1,27.400000000000002,1.4000000000000001,19.83,1.8299999,137.29778,0.1,2.24
-26.73806,27.59194,04-06-2012,71.200005,8.8,0.4,18.58,0.61,156.20328,2.5,2.3799999
-32.502778,19.535833,04-06-2012,54.5,48.5,2.4000000000000004,19.31,4.99,116.7991,0.90000004,1.93
-25.127778,27.628889,05-06-2012,79.8,4.1000000000000005,0.2,23.25,3.22,169.49596,4.0,2.02
-25.20639,27.558,05-06-2012,79.9,5.5,0.30000000000000004,23.09,3.27,169.29988,4.1,2.06
-24.69514,27.40906,05-06-2012,80.9,6.800000000000001,0.30000000000000004,23.13,3.4199998,172.1022,4.6,2.1299999
-26.006389,29.253889,05-06-2012,78.9,1.6,0.1,20.85,1.48,165.10046,3.4,2.52
-28.747778,31.745833,05-06-2012,66.4,3.1,0.2,24.539999,11.5199995,137.6981,10.0,2.21
-27.169444,29.233889,05-06-2012,63.8,6.5,0.30000000000000004,17.67,-1.1999999,154.79803,2.5,2.3
-34.250556,20.9925,05-06-2012,52.100002,57.6,2.9000000000000004,20.289999,7.41,105.30385,8.1,3.06
-25.57877778,29.12747222,05-06-2012,81.1,0.8,0.0,23.529999,2.82,169.39792,3.0,2.04
-23.658056,31.05,06-06-2012,73.700005,0.30000000000000004,0.0,27.23,9.5,165.8031,1.1,1.18
-28.801278,31.955389,06-06-2012,67.6,4.4,0.2,24.58,12.179999,135.80266,10.7,2.6599998
-27.02314,28.59389,06-06-2012,67.8,9.700000000000001,0.5,18.529999,-1.23,153.80128,3.0,2.28
-27.4275,28.525833,06-06-2012,64.5,16.0,0.8,17.64,-1.89,149.29959,2.3,2.32
-27.3,28.586944,06-06-2012,64.3,14.100000000000001,0.7000000000000001,17.8,-1.86,150.29633,2.5,2.24
-28.141944,26.417778,06-06-2012,67.6,28.200000000000003,1.4000000000000001,17.89,0.0,138.89911,1.5,2.47
-28.1175,26.719444,06-06-2012,69.4,26.8,1.3,18.24,0.85999995,139.90402,1.5,2.48
-28.44555556,32.325,08-08-2012,90.6,0.0,0.0,25.21,14.849999,178.49936,8.6,2.8799999
-33.7075,18.97444444,06-06-2012,48.5,103.60000000000001,5.2,18.74,7.5699997,102.40347,56.3,2.6299999
-33.72266667,18.61691667,06-06-2012,46.600002,86.10000000000001,4.3,18.32,8.47,103.40022,40.3,3.23
-29.140556,31.391944,07-06-2012,65.8,2.1,0.1,23.85,11.46,135.00198,11.0,2.48
-23.838611,31.640833,07-06-2012,73.9,0.9,0.0,28.64,9.99,162.2001,1.0,1.09
-28.44555556,32.325,12-09-2012,95.3,309.90000000000003,148.4,24.449999,14.69,184.39813,74.8,2.96
-28.75,30.442778,07-06-2012,68.5,10.600000000000001,0.5,23.6,6.8799996,144.39755,2.3,1.8399999
-29.161667,30.629722,07-06-2012,59.9,23.900000000000002,1.2000000000000002,19.16,5.46,138.40073,4.8,2.1699998
-27.398611,26.614722,07-06-2012,74.4,29.1,1.5,19.81,1.5999999,148.19662,1.6,2.44
-27.671111,27.236944,07-06-2012,73.0,21.400000000000002,1.1,19.01,1.05,145.59854,1.7,2.51
-27.5275,30.858056,25-08-2011,118.8,1.9000000000000001,0.1,26.68,9.55,236.20332,10.6,2.06
-27.4,26.624722,07-06-2012,74.4,29.1,1.5,19.81,1.5999999,148.19662,1.6,2.44
-25.99136,27.84208,11-06-2012,74.200005,4.5,0.2,19.57,1.93,162.60043,3.0,2.34
-26.861111,28.884722,11-06-2012,66.200005,5.800000000000001,0.30000000000000004,18.14,-1.23,156.70166,3.2,2.29
-27.671111,27.236944,11-06-2012,73.0,21.400000000000002,1.1,19.01,1.05,145.59854,1.7,2.51
-31.554722,29.245556,11-06-2012,86.5,47.900000000000006,2.4000000000000004,22.56,10.639999,116.09648,10.0,3.6499999
-33.818056,19.694722,11-06-2012,50.2,70.9,3.5,18.92,6.27,109.10292,20.6,2.33
-27.935,26.126667,12-06-2012,68.9,24.1,1.2000000000000002,18.47,-0.76,142.40405,1.4,2.49
-28.141944,26.417778,12-06-2012,67.6,28.200000000000003,1.4000000000000001,17.89,0.0,138.89911,1.5,2.47
-29.658056,25.973333,12-06-2012,59.5,34.7,1.7000000000000002,15.61,-1.0799999,128.59666,1.3000001,2.6699998
-31.000833,26.353056,12-06-2012,57.5,49.2,2.5,15.13,-1.11,121.09656,1.2,3.01
-30.534167,24.961944,12-06-2012,52.7,33.2,1.7000000000000002,13.889999,-1.26,125.50021,0.0,2.82
-31.104278,29.399722,12-06-2012,69.200005,48.800000000000004,2.4000000000000004,20.26,7.24,118.19618,11.0,2.9099998
-34.075556,20.145556,12-06-2012,47.0,51.400000000000006,2.6,19.439999,6.8599997,107.199295,5.3,1.99
-25.45963889,28.26430556,12-06-2012,79.700005,1.1,0.1,23.199999,3.4499998,167.20016,3.2,2.0
-28.068333,31.55,12-06-2012,65.4,2.4000000000000004,0.1,24.67,10.61,147.0038,1.9,1.55
-29.161667,23.696389,13-06-2012,70.200005,27.400000000000002,1.4000000000000001,19.8,1.5699999,137.19974,0.1,2.27
-25.81048333,27.90955222,13-06-2012,75.700005,3.1,0.2,21.07,2.77,164.6021,3.1000001,2.11
-27.00222,28.76528,13-06-2012,65.4,8.8,0.4,18.07,-1.51,154.10358,3.0,2.26
-28.1175,26.719444,13-06-2012,69.4,26.8,1.3,18.24,0.85999995,139.90402,1.5,2.48
-30.534167,24.961944,13-06-2012,52.7,33.2,1.7000000000000002,13.889999,-1.26,125.50021,0.0,2.82
-30.568333,29.422778,13-06-2012,61.4,40.300000000000004,2.0,17.71,1.31,122.902145,4.9,2.36
-30.570833,29.150556,13-06-2012,60.9,35.0,1.7000000000000002,16.619999,1.15,122.40376,4.1,2.51
-29.161667,23.696389,14-06-2012,70.200005,27.400000000000002,1.4000000000000001,19.8,1.5699999,137.19974,0.1,2.27
-26.905,32.324722,14-06-2012,70.9,1.4000000000000001,0.1,27.32,11.87,146.79955,6.5,1.6999999
-27.602222,29.942778,14-06-2012,78.1,7.7,0.4,21.72,3.05,158.0007,2.8,2.57
-27.935,26.126667,14-06-2012,68.9,24.1,1.2000000000000002,18.47,-0.76,142.40405,1.4,2.49
-28.1175,26.719444,14-06-2012,69.4,26.8,1.3,18.24,0.85999995,139.90402,1.5,2.48
-31.000833,26.353056,14-06-2012,57.5,49.2,2.5,15.13,-1.11,121.09656,1.2,3.01
-30.679722,26.7125,14-06-2012,59.3,49.900000000000006,2.5,16.23,0.099999994,121.49689,1.4,2.78
-30.160091,27.40124,14-06-2012,56.8,56.900000000000006,2.8000000000000003,15.179999,0.44,121.39885,2.1000001,2.55
-30.86013889,29.07125,14-06-2012,65.9,40.0,2.0,19.66,5.04,120.09981,5.1,2.4299998
-28.7115,24.07288889,15-06-2012,71.3,24.900000000000002,1.2000000000000002,20.25,1.49,139.90402,0.3,2.23
-27.01011111,26.69808333,15-06-2012,75.1,18.6,0.9,19.57,1.77,151.20322,1.5,2.5
-29.641944,30.6875,15-06-2012,65.200005,53.2,2.7,23.16,9.179999,132.79608,5.9,2.1
-26.648056,27.089444,15-06-2012,74.5,10.8,0.5,19.49,1.1,155.69675,2.2,2.4299998
-26.970278,27.211111,15-06-2012,74.1,12.3,0.6000000000000001,19.23,1.18,152.60028,2.2,2.47
-26.880278,26.965,15-06-2012,74.9,13.100000000000001,0.7000000000000001,19.609999,1.39,152.298,2.1000001,2.5
-26.98472222,26.63227778,15-06-2012,75.6,18.5,0.9,19.67,1.8499999,150.99896,1.6,2.51
-27.398611,26.614722,15-06-2012,74.4,29.1,1.5,19.81,1.5999999,148.19662,1.6,2.44
-29.1825,23.575556,15-06-2012,70.1,27.400000000000002,1.4000000000000001,19.83,1.8299999,137.29778,0.1,2.24
-22.91028,29.61111,18-06-2012,84.700005,0.0,0.0,25.21,7.5299997,188.80179,1.0,1.51
-29.7775,29.470833,18-06-2012,61.8,13.200000000000001,0.7000000000000001,16.55,-1.53,150.00221,6.2000003,2.37
-29.744167,29.905833,18-06-2012,69.6,13.200000000000001,0.7000000000000001,20.05,3.07,150.59863,4.9,2.22
-26.861111,28.884722,18-06-2012,72.700005,1.6,0.1,18.24,-0.85999995,172.1022,3.0,2.4299998
-26.73806,27.59194,18-06-2012,74.200005,1.3,0.1,18.6,0.78999996,172.60059,2.3,2.25
-26.45,28.085833,18-06-2012,75.5,0.8,0.0,19.09,0.96999997,174.398,2.7,2.24
-34.065833,20.404167,19-06-2012,50.2,64.5,3.2,18.44,5.12,113.09807,15.1,2.27
-25.127778,27.628889,19-06-2012,84.8,0.0,0.0,22.58,3.56,183.9978,3.7,2.1499999
-25.20639,27.558,19-06-2012,84.0,0.0,0.0,22.34,3.53,183.59747,3.9,2.1299999
-24.69514,27.40906,19-06-2012,82.5,0.0,0.0,21.88,3.74,186.39981,4.4,2.07
-27.363611,31.783333,19-06-2012,68.8,0.30000000000000004,0.0,25.4,10.389999,157.90265,6.5,1.3199999
-30.733889,29.828333,19-06-2012,70.0,23.900000000000002,1.2000000000000002,19.39,5.71,140.00206,9.6,2.75
-27.169444,29.233889,19-06-2012,67.0,1.5,0.1,17.71,-0.64,168.19693,2.4,2.1299999
-27.00222,28.76528,19-06-2012,70.8,2.0,0.1,18.21,-1.27,169.39792,2.9,2.3
-29.160278,26.573333,19-06-2012,66.5,9.8,0.5,16.8,-2.11,157.00394,1.4,2.3899999
-29.028629,24.638389,19-06-2012,73.200005,10.3,0.5,18.83,0.14999999,157.29807,0.1,2.3799999
-29.161667,23.696389,20-06-2012,69.700005,8.9,0.4,18.42,0.26,158.09872,0.1,2.1599998
-24.282222,28.090278,20-06-2012,79.200005,0.0,0.0,22.289999,2.11,185.00272,3.9,1.81
-25.681111,31.783333,20-06-2012,81.200005,0.4,0.0,27.8,11.34,158.40103,6.7000003,1.64
-25.398889,31.610556,20-06-2012,77.200005,0.5,0.0,27.449999,10.03,158.8994,7.0,1.42
-30.398056,30.601944,20-06-2012,82.9,40.1,2.0,22.34,11.94,139.10336,12.2,3.73
-30.27402,30.69602,20-06-2012,80.4,40.0,2.0,21.949999,11.34,139.69977,11.0,3.79
-29.615556,27.065278,20-06-2012,64.0,12.5,0.6000000000000001,15.679999,-1.5899999,150.19829,1.5,2.47
-28.883333,27.89,20-06-2012,60.600002,7.5,0.4,15.299999,-1.8199999,157.29807,1.8000001,2.4099998
-34.405833,19.600556,20-06-2012,47.600002,93.2,16.2,15.799999,6.3999996,110.19771,55.8,3.4099998
-24.670833,28.560833,21-06-2012,79.9,0.0,0.0,22.15,3.51,183.80173,3.9,1.89
-24.99328,30.81444,21-06-2012,72.6,0.4,0.0,20.38,4.91,168.30313,13.3,1.93
-24.768889,31.39,21-06-2012,73.200005,0.8,0.0,25.57,9.719999,160.40268,6.6,1.29
-27.802778,28.768333,21-06-2012,64.700005,3.9000000000000004,0.2,16.88,-1.54,162.2001,1.9,2.2
-27.935,26.126667,21-06-2012,75.700005,5.5,0.30000000000000004,18.49,-1.09,167.00409,1.3000001,2.6699998
-28.1175,26.719444,21-06-2012,72.1,5.9,0.30000000000000004,17.789999,0.14999999,165.00243,1.4,2.44
-30.679722,26.7125,21-06-2012,60.7,21.1,1.1,15.38,-1.6899999,143.19656,1.3000001,2.47
-30.160091,27.40124,21-06-2012,58.4,13.3,0.7000000000000001,14.389999,-0.94,146.89758,1.9,2.3799999
-30.336111,27.359444,21-06-2012,57.100002,16.0,0.8,14.0,-1.53,146.7015,2.1000001,2.5
-33.501667,21.624167,21-06-2012,60.9,43.2,2.2,16.47,1.65,118.00011,0.1,2.9399998
-34.329722,18.990278,21-06-2012,48.0,123.10000000000001,38.900000000000006,15.25,7.45,111.30066,94.4,4.0099998
-25.436111,31.982222,22-06-2012,76.4,0.6000000000000001,0.0,28.109999,11.059999,153.1967,7.5,1.41
-25.14944444,31.94055556,22-06-2012,76.8,0.7000000000000001,0.0,27.91,11.05,156.30133,6.3,1.37
-29.658056,25.973333,22-06-2012,59.3,11.3,0.6000000000000001,14.65,-2.61,153.00061,1.2,2.52
-31.000833,26.353056,22-06-2012,56.600002,26.900000000000002,1.3,13.66,-3.55,140.19815,1.1,2.76
-29.803611,30.516111,22-06-2012,69.1,18.400000000000002,0.9,20.59,5.79,146.79955,5.7000003,2.59
-27.363611,31.783333,24-11-2015,170.5,16.8,0.8,33.2,20.109999,275.8033,7.6,2.08
-28.760833,17.730278,24-06-2012,90.3,4.800000000000001,0.2,23.13,8.599999,163.59718,0.0,2.3999999
-24.679167,30.8025,25-06-2012,73.4,0.4,0.0,20.74,5.3599997,170.40283,8.6,1.9699999
-25.99136,27.84208,25-06-2012,77.8,0.2,0.0,19.73,2.71,177.60065,2.8,2.19
-25.362222,31.956667,25-06-2012,76.9,0.6000000000000001,0.0,28.279999,11.03,154.5039,7.2000003,1.4
-25.14944444,31.94055556,25-06-2012,76.8,0.7000000000000001,0.0,27.91,11.05,156.30133,6.3,1.37
-27.01011111,26.69808333,26-06-2012,78.1,1.4000000000000001,0.1,19.38,1.7099999,171.70187,1.4,2.4099998
-24.183889,30.823889,26-06-2012,80.3,0.1,0.0,26.84,9.969999,171.39958,4.4,1.3399999
-29.758889,30.935278,26-06-2012,71.8,24.900000000000002,1.2000000000000002,22.109999,10.809999,144.50375,5.2000003,2.96
-29.380556,30.2775,26-06-2012,66.8,7.9,0.4,19.56,3.3799999,152.10191,4.9,2.1399999
-26.861111,28.884722,26-06-2012,72.700005,1.6,0.1,18.24,-0.85999995,172.1022,3.0,2.4299998
-26.880278,26.965,26-06-2012,77.200005,1.5,0.1,19.57,1.52,171.39958,1.9,2.29
-26.45,28.085833,26-06-2012,75.5,0.8,0.0,19.09,0.96999997,174.398,2.7,2.24
-26.98472222,26.63227778,26-06-2012,78.3,1.4000000000000001,0.1,19.22,1.66,171.996,1.5,2.44
-34.039722,22.133333,26-06-2012,61.4,79.7,4.0,18.96,6.31,112.19937,18.1,3.53
-33.7075,18.97444444,26-06-2012,48.2,108.80000000000001,44.2,17.09,5.64,110.80229,72.700005,2.62
-33.72266667,18.61691667,26-06-2012,46.5,92.60000000000001,25.3,16.949999,6.2799997,110.90033,61.2,3.29
-25.45963889,28.26430556,26-06-2012,84.6,0.1,0.0,22.8,3.97,180.50102,3.1000001,2.08
