green,blue,red,nir08,swir16,swir22,Latitude,Longitude,Sample Date
9934.5,8966.0,10103.0,14325.0,12063.0,10486.5,-24.69514,27.40906,13-09-2011
10561.0,9871.0,11337.5,13506.0,16692.0,14153.5,-24.925278,29.324444,13-09-2011
9851.5,9132.5,10332.0,13430.0,16226.5,14527.5,-29.161667,30.629722,13-09-2011
,,,,,,-26.648056,27.089444,13-09-2011
11099.0,10091.5,12025.0,15634.5,17153.5,13768.5,-26.880278,26.965,13-09-2011
10169.5,9362.5,11070.0,12480.0,14047.0,11756.5,-27.802778,28.768333,13-09-2011
11291.5,10421.5,11943.0,14954.0,15342.0,13240.0,-26.98472222,26.63227778,13-09-2011
10890.0,9509.5,11906.5,13607.0,14386.0,12743.0,-29.033333,23.983333,13-09-2011
10159.5,9068.0,10388.0,9372.0,8428.0,8301.5,-30.679722,26.7125,13-09-2011
10311.0,9290.0,10264.5,10337.5,9328.0,8627.0,-31.396,29.2651,13-09-2011
,,,,,,-33.38056,19.30167,13-09-2011
8754.5,7971.0,8547.5,12595.0,10769.5,9043.0,-33.31388889,19.07472222,13-09-2011
11979.0,10680.0,13469.0,16273.0,19245.5,15279.5,-27.495556,26.074722,13-09-2011
,,,,,,-24.058889,31.237222,14-09-2011
11145.5,10340.5,11370.5,13370.5,14057.5,12538.5,-28.75,30.442778,14-09-2011
,,,,,,-29.380556,30.2775,14-09-2011
,,,,,,-26.73806,27.59194,14-09-2011
10658.5,9767.0,11527.5,15679.0,17066.5,14806.5,-27.4275,28.525833,14-09-2011
,,,,,,-27.3,28.586944,14-09-2011
10063.5,9102.5,10160.0,9355.5,8708.0,8298.5,-29.042222,24.6,14-09-2011
10099.0,9123.5,10710.0,13151.0,13413.0,11866.0,-29.028629,24.638389,14-09-2011
10561.5,9819.0,11411.5,14642.0,15476.5,13234.5,-30.160091,27.40124,14-09-2011
8574.0,8042.0,8514.0,12674.0,11305.0,9616.0,-34.250556,20.9925,14-09-2011
,,,,,,-33.7075,18.97444444,14-09-2011
11537.0,9746.5,11931.0,8669.0,7785.0,7806.0,-29.161667,23.696389,15-09-2011
9211.5,8486.5,9081.0,16155.0,12142.5,9657.5,-30.398056,30.601944,15-09-2011
11452.0,10123.0,12980.0,16066.0,20353.0,16434.0,-27.169444,29.233889,15-09-2011
65535.0,65535.0,65535.0,29621.5,46444.0,24017.5,-27.00222,28.76528,15-09-2011
10250.5,9245.0,10908.0,13932.5,15662.0,13818.0,-27.902778,24.615556,16-09-2011
,,,,,,-28.460833,21.248889,16-09-2011
9459.0,8681.0,9481.0,14522.0,12822.5,10614.0,-30.27402,30.69602,19-09-2011
11108.5,10197.5,12143.5,14621.5,17485.0,14802.5,-26.861111,28.884722,19-09-2011
9266.5,8805.5,9111.0,9440.0,8522.5,8063.0,-26.970278,27.211111,19-09-2011
10826.5,10207.0,10948.5,13001.5,12588.5,11352.5,-27.01011111,26.69808333,20-09-2011
,,,,,,-24.058889,31.237222,20-09-2011
10273.0,9827.5,10411.0,14114.5,14152.5,11262.0,-27.937778,31.209444,20-09-2011
,,,,,,-29.380556,30.2775,20-09-2011
65535.0,65535.0,65535.0,29621.5,46444.0,24017.5,-27.00222,28.76528,20-09-2011
,,,,,,-26.648056,27.089444,20-09-2011
11099.0,10091.5,12025.0,15634.5,17153.5,13768.5,-26.880278,26.965,20-09-2011
11291.5,10421.5,11943.0,14954.0,15342.0,13240.0,-26.98472222,26.63227778,20-09-2011
9929.5,9011.5,9954.5,11846.0,11875.0,9983.5,-33.501667,21.624167,20-09-2011
10613.5,10023.5,11114.5,13989.0,13868.5,12343.0,-28.058889,30.373611,20-09-2011
10585.0,9913.0,11475.5,13758.0,16356.0,13192.5,-25.57877778,29.12747222,20-09-2011
,,,,,,-29.161667,23.696389,21-09-2011
10270.5,9572.0,11009.0,13509.0,15618.0,13172.5,-25.81048333,27.90955222,21-09-2011
8357.0,7958.0,8203.0,12233.0,9564.0,8425.0,-34.065833,20.404167,21-09-2011
10204.0,9728.0,10565.0,12766.5,15109.0,13965.0,-27.5275,30.858056,21-09-2011
10443.0,9910.5,11005.5,13458.5,16539.5,13423.5,-28.404444,30.013056,21-09-2011
10294.0,9298.5,10787.5,15185.0,15232.0,12744.5,-28.141944,26.417778,21-09-2011
,,,,,,-29.033333,23.983333,21-09-2011
9350.0,8632.0,9533.0,13593.0,13257.5,11297.0,-33.818056,19.694722,21-09-2011
10133.0,9184.0,10753.0,15987.0,16331.0,13245.0,-34.075556,20.145556,21-09-2011
,,,,,,-29.161667,23.696389,22-09-2011
11411.0,10203.0,12360.5,13437.5,14058.5,12611.5,-27.38972222,26.46388889,22-09-2011
10260.5,9481.5,10829.0,15122.0,14767.0,12683.0,-27.398611,26.614722,22-09-2011
8850.0,8344.0,8866.0,12872.0,10597.0,8730.0,-33.897778,20.012778,22-09-2011
9524.5,8840.5,9164.0,14985.5,12416.5,9765.0,-29.641944,30.6875,23-09-2011
,,,,,,-28.760833,17.730278,24-09-2011
9524.5,8840.5,9164.0,14985.5,12416.5,9765.0,-29.641944,30.6875,24-09-2011
9455.5,9097.0,9646.0,12507.0,13099.5,11145.0,-25.513889,31.224444,26-09-2011
9680.5,8759.0,9853.5,14355.5,15048.5,12256.5,-29.7775,29.470833,26-09-2011
9447.0,8717.0,9277.0,16234.0,13706.5,10992.5,-29.987778,29.851667,26-09-2011
,,,,,,-29.744167,29.905833,26-09-2011
11216.0,10112.5,12040.0,16469.0,20251.0,16218.5,-27.169444,29.233889,26-09-2011
,,,,,,-26.73806,27.59194,26-09-2011
9853.0,9628.5,9799.0,10736.0,11092.5,11095.0,-26.45,28.085833,26-09-2011
,,,,,,-31.396,29.2651,26-09-2011
9486.5,8532.5,9124.5,15748.0,13168.0,10412.5,-31.554722,29.245556,26-09-2011
10784.0,10120.0,11462.5,14800.0,17798.5,14012.5,-24.282222,28.090278,27-09-2011
,,,,,,-25.127778,27.628889,27-09-2011
,,,,,,-25.20639,27.558,27-09-2011
9953.5,9080.5,10463.5,11835.0,11417.5,10351.0,-23.281,30.54305556,27-09-2011
10007.0,9184.5,9911.5,16289.5,14557.0,11315.5,-28.747778,31.745833,27-09-2011
9553.0,8737.0,9656.0,14076.5,14291.0,11430.0,-30.733889,29.828333,27-09-2011
9912.5,9355.0,9895.0,11880.0,10035.5,8860.0,-27.273889,28.49,27-09-2011
,,,,,,-27.3,28.586944,27-09-2011
9396.0,8732.5,9511.0,14181.0,13496.5,11488.5,-30.568333,29.422778,27-09-2011
,,,,,,-31.104278,29.399722,27-09-2011
9785.0,8713.5,9608.5,18972.0,14929.5,11626.0,-34.092222,21.295278,27-09-2011
9145.5,8456.0,8971.5,18317.0,13913.5,10727.5,-34.405833,19.600556,27-09-2011
,,,,,,-29.161667,23.696389,28-09-2011
,,,,,,-22.935,28.004167,28-09-2011
9882.0,9149.0,10940.5,13533.0,15882.5,13412.0,-23.763056,27.908611,28-09-2011
,,,,,,-24.768889,31.39,28-09-2011
,,,,,,-28.801278,31.955389,28-09-2011
9459.0,8681.0,9481.0,14522.0,12822.5,10614.0,-30.27402,30.69602,28-09-2011
10750.5,9790.0,11630.0,12822.5,13883.5,11627.0,-27.802778,28.768333,28-09-2011
10260.5,9481.5,10829.0,15122.0,14767.0,12683.0,-27.398611,26.614722,28-09-2011
,,,,,,-31.031389,28.883333,28-09-2011
10976.5,9757.0,12126.5,13161.5,11967.0,10665.5,-30.86013889,29.07125,28-09-2011
10480.0,9427.0,11159.0,14751.0,17099.0,13795.0,-30.77586667,29.03221667,28-09-2011
11979.0,10680.0,13469.0,16273.0,19245.5,15279.5,-27.495556,26.074722,28-09-2011
,,,,,,-24.99328,30.81444,29-09-2011
9605.0,8875.5,9401.5,11956.0,10254.5,8757.5,-30.13573889,30.67422222,29-09-2011
10368.0,9394.0,10752.0,15644.5,16002.0,13210.0,-27.573056,24.746389,30-09-2011
10720.0,9777.0,11406.0,16088.0,16747.5,14049.5,-27.902778,24.615556,30-09-2011
9879.5,8999.5,9781.5,16235.0,13432.0,10823.0,-29.803611,30.516111,30-09-2011
10714.5,9886.0,11505.5,14311.5,17717.0,14946.5,-26.861111,28.884722,03-10-2011
10204.5,9410.0,10933.0,13672.5,14797.0,12760.0,-29.160278,26.573333,03-10-2011
9597.0,8894.0,9688.0,12161.5,11063.5,9803.5,-26.03611,30.99778,04-10-2011
9886.0,9162.5,10149.0,14961.0,13930.5,11696.0,-27.398611,26.614722,04-10-2011
,,,,,,-27.671111,27.236944,04-10-2011
10561.5,9819.0,11411.5,14642.0,15476.5,13234.5,-30.160091,27.40124,04-10-2011
9780.0,9083.0,10171.0,10021.5,9348.0,8675.5,-30.336111,27.359444,04-10-2011
9864.0,9386.0,9908.5,15625.5,13551.5,11383.0,-28.69485,28.23487,04-10-2011
9998.0,9295.5,10266.0,14857.0,13831.5,11669.5,-28.883333,27.89,04-10-2011
10287.0,9121.0,11070.0,14680.0,17084.0,14538.0,-31.5653,18.3306,04-10-2011
10781.0,10126.0,11431.5,15919.0,15515.0,12765.0,-25.45963889,28.26430556,04-10-2011
10847.0,10007.0,11499.5,12829.5,13727.0,12435.0,-28.338333,31.373611,04-10-2011
,,,,,,-28.068333,31.55,04-10-2011
10377.0,9415.0,10879.5,14893.0,14894.5,12333.5,-27.4,26.624722,04-10-2011
,,,,,,-29.161667,23.696389,05-10-2011
,,,,,,-25.81048333,27.90955222,05-10-2011
9524.5,8840.5,9164.0,14985.5,12416.5,9765.0,-29.641944,30.6875,05-10-2011
,,,,,,-31.860278,18.6875,05-10-2011
65535.0,65535.0,65535.0,29621.5,46444.0,24017.5,-27.00222,28.76528,05-10-2011
10517.0,9862.5,10689.0,12427.5,12450.0,10828.5,-27.02314,28.59389,05-10-2011
9912.5,9355.0,9895.0,11880.0,10035.5,8860.0,-27.273889,28.49,05-10-2011
10658.5,9767.0,11527.5,15679.0,17066.5,14806.5,-27.4275,28.525833,05-10-2011
,,,,,,-27.3,28.586944,05-10-2011
,,,,,,-30.830556,26.921389,06-10-2011
10649.5,9128.0,12395.5,13635.5,7773.0,7527.0,-30.679722,26.7125,06-10-2011
10561.5,9819.0,11411.5,14642.0,15476.5,13234.5,-30.160091,27.40124,06-10-2011
9780.0,9083.0,10171.0,10021.5,9348.0,8675.5,-30.336111,27.359444,06-10-2011
,,,,,,-31.000833,26.353056,07-10-2011
,,,,,,-28.460833,21.248889,07-10-2011
,,,,,,-28.760833,17.730278,08-10-2011
9848.0,9191.5,10166.0,13069.5,14665.5,13009.0,-27.602222,29.942778,08-10-2011
11216.0,10112.5,12040.0,16469.0,20251.0,16218.5,-27.169444,29.233889,10-10-2011
9467.5,8924.0,9295.0,12009.5,10694.0,9265.5,-27.01011111,26.69808333,11-10-2011
10526.0,9405.5,11600.0,15005.5,13157.0,11329.5,-24.183889,30.823889,11-10-2011
,,,,,,-25.127778,27.628889,11-10-2011
,,,,,,-25.20639,27.558,11-10-2011
9934.5,8966.0,10103.0,14325.0,12063.0,10486.5,-24.69514,27.40906,11-10-2011
10491.0,9365.0,11706.5,14612.0,17072.0,14432.0,-25.73411,27.21422,11-10-2011
9917.0,9441.0,9799.5,15356.5,13024.5,10083.0,-27.363611,31.783333,11-10-2011
10463.5,9479.5,10967.0,16928.0,17294.0,13421.5,-26.648056,27.089444,11-10-2011
8750.0,8330.0,8704.0,8592.0,7928.0,7732.5,-26.970278,27.211111,11-10-2011
10475.0,9355.5,11164.5,14865.5,16701.5,13205.0,-26.880278,26.965,11-10-2011
10752.0,9598.0,11408.0,15339.0,16297.0,13679.5,-26.98472222,26.63227778,11-10-2011
10368.0,9394.0,10752.0,15644.5,16002.0,13210.0,-27.573056,24.746389,11-10-2011
10977.0,9878.0,11878.0,16697.5,16408.0,14228.0,-29.028629,24.638389,11-10-2011
10561.5,9819.0,11411.5,14642.0,15476.5,13234.5,-30.160091,27.40124,11-10-2011
9109.5,8464.0,9250.0,12614.0,12112.5,10435.0,-33.31388889,19.07472222,11-10-2011
,,,,,,-29.161667,23.696389,12-10-2011
,,,,,,-24.058889,31.237222,12-10-2011
9702.0,9240.5,9394.5,16368.5,11909.0,9350.0,-26.905,32.324722,12-10-2011
9894.0,9404.5,9917.5,10755.5,8761.0,8443.0,-26.73806,27.59194,12-10-2011
9516.0,8991.0,10052.0,12312.0,12510.0,11251.0,-31.000833,26.353056,12-10-2011
10027.0,9084.0,10192.0,9976.0,9029.0,8471.0,-30.679722,26.7125,12-10-2011
,,,,,,-33.7075,18.97444444,12-10-2011
9945.0,9062.0,10907.0,13178.5,16120.0,14299.5,-24.679167,30.8025,13-10-2011
8574.0,8042.0,8514.0,12674.0,11305.0,9616.0,-34.250556,20.9925,13-10-2011
8331.0,8195.0,8219.0,10478.0,9390.0,8647.0,-34.031944,22.053333,13-10-2011
9659.5,8723.0,9760.0,16915.5,14509.0,11954.0,-34.039722,22.133333,13-10-2011
9010.5,8166.5,8722.5,15419.5,12040.0,9813.0,-34.02861,22.22222,14-10-2011
9332.0,8768.0,9353.0,12781.0,11244.0,9675.0,-27.01011111,26.69808333,17-10-2011
10431.0,9684.0,10481.5,15790.0,15334.5,12500.5,-25.99136,27.84208,17-10-2011
12592.5,12173.5,13230.0,15755.0,15599.5,13160.0,-26.861111,28.884722,17-10-2011
9894.0,9404.5,9917.5,10755.5,8761.0,8443.0,-26.73806,27.59194,17-10-2011
10622.5,9665.0,11565.5,15126.0,16341.0,13707.0,-26.98472222,26.63227778,17-10-2011
9980.0,9268.0,9873.0,11201.5,9593.0,8726.5,-29.042222,24.6,17-10-2011
,,,,,,-29.380556,30.2775,18-10-2011
65535.0,65535.0,65535.0,29621.5,46444.0,24017.5,-27.00222,28.76528,18-10-2011
10463.5,9479.5,10967.0,16928.0,17294.0,13421.5,-26.648056,27.089444,18-10-2011
4441.5,4253.0,4358.5,4324.5,4151.0,4042.5,-26.970278,27.211111,18-10-2011
,,,,,,-26.880278,26.965,18-10-2011
10152.5,9107.0,10463.5,15626.5,14894.0,12275.0,-28.141944,26.417778,18-10-2011
11275.5,10109.5,12100.5,14799.5,14733.5,13546.5,-31.436944,20.474722,18-10-2011
9929.5,9011.5,9954.5,11846.0,11875.0,9983.5,-33.501667,21.624167,18-10-2011
9830.5,9308.5,10097.0,14108.5,13809.5,11381.5,-33.818056,19.694722,18-10-2011
10781.0,10126.0,11431.5,15919.0,15515.0,12765.0,-25.45963889,28.26430556,18-10-2011
10665.5,9489.0,11046.0,12945.0,13207.5,12222.5,-28.7115,24.07288889,19-10-2011
9579.5,8883.0,9941.0,12491.0,14645.5,12815.0,-25.81048333,27.90955222,19-10-2011
9883.0,9425.5,9927.5,12122.0,12380.0,11422.0,-26.006389,29.253889,19-10-2011
9995.0,8890.0,9807.0,12084.0,10878.0,9436.0,-29.1825,23.575556,19-10-2011
10133.0,9184.0,10753.0,15987.0,16331.0,13245.0,-34.075556,20.145556,19-10-2011
10204.0,9728.0,10565.0,12766.5,15109.0,13965.0,-27.5275,30.858056,20-10-2011
9555.0,8707.0,10037.0,13384.0,16222.0,13027.0,-28.404444,30.013056,20-10-2011
4944.0,4566.5,4952.5,4776.0,4456.5,4046.0,-27.38972222,26.46388889,20-10-2011
10977.0,9878.0,11878.0,16697.5,16408.0,14228.0,-29.028629,24.638389,20-10-2011
9771.0,8842.5,10158.5,13110.0,13582.0,11875.5,-28.058889,30.373611,20-10-2011
10447.5,9861.5,11181.0,13540.5,15437.5,12972.0,-25.57877778,29.12747222,20-10-2011
10273.0,9827.5,10411.0,14114.5,14152.5,11262.0,-27.937778,31.209444,21-10-2011
9088.0,8619.0,8810.0,8133.0,7832.0,7730.0,-28.760833,17.730278,22-10-2011
10231.5,9311.0,10810.5,14886.5,15504.0,13070.0,-24.058889,31.237222,24-10-2011
9443.5,8546.5,9689.0,14750.0,14758.0,11903.0,-29.7775,29.470833,24-10-2011
9141.5,8393.0,8963.5,17100.0,13661.5,10951.5,-29.987778,29.851667,24-10-2011
,,,,,,-29.744167,29.905833,24-10-2011
10916.0,9700.0,11451.0,16854.5,19818.0,15888.0,-27.169444,29.233889,24-10-2011
,,,,,,-26.73806,27.59194,24-10-2011
,,,,,,-26.45,28.085833,24-10-2011
8357.0,7958.0,8203.0,12233.0,9564.0,8425.0,-34.065833,20.404167,25-10-2011
,,,,,,-25.127778,27.628889,25-10-2011
,,,,,,-25.20639,27.558,25-10-2011
9934.5,8966.0,10103.0,14325.0,12063.0,10486.5,-24.69514,27.40906,25-10-2011
10491.0,9365.0,11706.5,14612.0,17072.0,14432.0,-25.73411,27.21422,25-10-2011
9950.0,8933.0,10628.0,14880.0,16896.0,13816.0,-22.769722,30.886944,25-10-2011
9800.5,8884.0,9936.0,17146.0,15643.5,12264.5,-28.747778,31.745833,25-10-2011
,,,,,,-30.733889,29.828333,25-10-2011
9106.0,8540.5,9188.5,13236.5,11502.5,9747.5,-31.104278,29.399722,25-10-2011
10483.5,9416.5,11119.0,15390.0,16883.0,13886.0,-30.77586667,29.03221667,25-10-2011
,,,,,,-31.396,29.2651,25-10-2011
9486.5,8532.5,9124.5,15748.0,13168.0,10412.5,-31.554722,29.245556,25-10-2011
9785.0,8713.5,9608.5,18972.0,14929.5,11626.0,-34.092222,21.295278,25-10-2011
11345.5,9909.5,12683.5,15946.0,19422.0,15350.0,-27.495556,26.074722,25-10-2011
9211.5,8486.5,9081.0,16155.0,12142.5,9657.5,-30.398056,30.601944,26-10-2011
9459.0,8681.0,9481.0,14522.0,12822.5,10614.0,-30.27402,30.69602,26-10-2011
9167.0,8470.0,9298.0,14648.0,13782.5,11592.5,-30.568333,29.422778,26-10-2011
,,,,,,-30.86013889,29.07125,26-10-2011
10260.5,9124.5,10923.5,13825.5,15008.0,13088.0,-30.570833,29.150556,26-10-2011
8820.0,8387.0,8740.0,12512.0,10213.0,8691.0,-33.897778,20.012778,26-10-2011
,,,,,,-25.447222,30.711667,26-10-2011
9605.0,8875.5,9401.5,11956.0,10254.5,8757.5,-30.13573889,30.67422222,27-10-2011
10249.0,9216.0,10251.0,11171.5,11557.5,10046.5,-31.031389,28.883333,27-10-2011
9145.5,8456.0,8971.5,18317.0,13913.5,10727.5,-34.405833,19.600556,27-10-2011
10134.0,9267.0,10354.5,15331.5,14196.5,12067.0,-27.398611,26.614722,28-10-2011
10720.0,9777.0,11406.0,16088.0,16747.5,14049.5,-27.902778,24.615556,28-10-2011
9879.5,8999.5,9781.5,16235.0,13432.0,10823.0,-29.803611,30.516111,28-10-2011
,,,,,,-25.99136,27.84208,31-10-2011
,,,,,,-26.861111,28.884722,31-10-2011
,,,,,,-26.45,28.085833,31-10-2011
12208.0,10226.5,13938.0,16856.0,19356.0,17098.0,-32.502778,19.535833,31-10-2011
10450.0,9310.5,10829.0,14442.5,13542.5,11341.5,-31.860278,18.6875,01-11-2011
9292.5,8428.0,8967.0,16722.0,12352.5,9464.0,-28.735556,29.820556,01-11-2011
10620.0,9642.0,11051.0,14286.0,15246.0,12579.5,-27.00222,28.76528,01-11-2011
,,,,,,-26.880278,26.965,01-11-2011
10998.0,9840.5,11924.0,13081.5,15287.5,13809.0,-27.38972222,26.46388889,01-11-2011
5006.0,4481.5,5067.5,7744.5,6774.5,5507.5,-29.160278,26.573333,01-11-2011
9844.0,9167.5,9911.0,11349.0,9923.5,9012.0,-30.679722,26.7125,01-11-2011
10304.5,9510.0,10760.5,15208.5,15489.0,12683.0,-25.45963889,28.26430556,01-11-2011
10847.0,10007.0,11499.5,12829.5,13727.0,12435.0,-28.338333,31.373611,01-11-2011
9579.5,8883.0,9941.0,12491.0,14645.5,12815.0,-25.81048333,27.90955222,02-11-2011
9524.5,8840.5,9164.0,14985.5,12416.5,9765.0,-29.641944,30.6875,02-11-2011
9230.0,8496.0,9279.0,15213.5,12740.0,10637.0,-28.69485,28.23487,02-11-2011
,,,,,,-29.615556,27.065278,02-11-2011
,,,,,,-29.161667,23.696389,03-11-2011
10317.5,9062.0,10988.0,16484.0,15735.5,12963.5,-28.44555556,32.325,03-11-2011
9909.0,9079.0,10273.5,14128.0,14964.5,12803.0,-27.602222,29.942778,03-11-2011
10517.0,9533.0,11445.0,15304.5,15382.5,13385.0,-30.160091,27.40124,03-11-2011
9495.0,8825.0,9610.5,9863.0,9590.0,8839.0,-30.336111,27.359444,03-11-2011
9609.0,8798.0,9747.5,15113.5,13464.5,11092.0,-28.883333,27.89,03-11-2011
10443.5,9263.0,10388.0,12836.0,11595.0,9839.5,-29.1825,23.575556,03-11-2011
9808.0,8957.5,10156.0,14515.0,13363.0,10919.0,-32.595833,19.009444,03-11-2011
11323.0,10007.0,11736.0,13720.0,13060.0,11841.0,-28.7115,24.07288889,04-11-2011
,,,,,,-30.830556,26.921389,04-11-2011
10381.0,9244.0,11159.0,15159.0,16283.5,13938.0,-27.573056,24.746389,04-11-2011
,,,,,,-30.679722,26.7125,04-11-2011
9230.0,8496.0,9279.0,15213.5,12740.0,10637.0,-28.69485,28.23487,04-11-2011
9747.0,9098.0,9727.0,9350.0,9044.0,8773.0,-28.760833,17.730278,05-11-2011
10447.0,9470.0,10966.0,13931.0,14510.5,12488.0,-29.658056,25.973333,05-11-2011
,,,,,,-31.000833,26.353056,05-11-2011
10898.0,9782.0,11336.0,17011.0,19616.0,15585.0,-27.169444,29.233889,07-11-2011
9538.5,8953.0,9359.0,10068.5,8705.0,8393.5,-26.73806,27.59194,07-11-2011
9510.5,8930.0,9394.5,12271.5,11035.5,9598.5,-27.01011111,26.69808333,08-11-2011
9848.0,8869.5,10476.0,14253.0,15349.5,13920.0,-24.679167,30.8025,08-11-2011
,,,,,,-24.183889,30.823889,08-11-2011
,,,,,,-25.127778,27.628889,08-11-2011
,,,,,,-25.20639,27.558,08-11-2011
9934.5,8966.0,10103.0,14325.0,12063.0,10486.5,-24.69514,27.40906,08-11-2011
9917.0,9441.0,9799.5,15356.5,13024.5,10083.0,-27.363611,31.783333,08-11-2011
,,,,,,-29.380556,30.2775,08-11-2011
10615.0,9583.5,11543.0,15206.0,16756.5,13988.5,-26.98472222,26.63227778,08-11-2011
10240.0,9358.0,10631.5,15641.0,13904.0,12090.5,-27.398611,26.614722,08-11-2011
10294.0,9444.0,10533.5,14146.5,13647.5,11528.0,-27.671111,27.236944,08-11-2011
11517.0,9912.0,12945.0,16355.0,19608.0,15472.0,-27.495556,26.074722,08-11-2011
9703.5,8765.0,9848.5,16063.5,15148.0,12184.5,-24.058889,31.237222,09-11-2011
10067.0,9201.0,9958.0,11807.0,11490.5,10321.0,-27.02314,28.59389,09-11-2011
10463.5,9479.5,10967.0,16928.0,17294.0,13421.5,-26.648056,27.089444,09-11-2011
9565.0,8883.0,9525.5,12850.0,10393.0,8888.5,-27.273889,28.49,09-11-2011
11258.5,9843.0,12360.5,15629.0,19331.0,17250.5,-27.4275,28.525833,09-11-2011
10824.0,9561.0,11879.5,15442.5,17929.0,14740.0,-27.3,28.586944,09-11-2011
9851.5,9132.5,10332.0,13430.0,16226.5,14527.5,-29.161667,30.629722,10-11-2011
,,,,,,-33.38056,19.30167,10-11-2011
9109.5,8464.0,9250.0,12614.0,12112.5,10435.0,-33.31388889,19.07472222,10-11-2011
11421.5,9764.5,12578.0,16327.5,17428.0,15061.0,-33.13083,18.86278,10-11-2011
,,,,,,-33.7075,18.97444444,10-11-2011
11145.5,10340.5,11370.5,13370.5,14057.5,12538.5,-28.75,30.442778,11-11-2011
,,,,,,-30.733889,29.828333,11-11-2011
10204.0,9728.0,10565.0,12766.5,15109.0,13965.0,-27.5275,30.858056,12-11-2011
,,,,,,-24.670833,28.560833,14-11-2011
9882.5,9144.0,10154.5,15965.0,15122.0,11943.0,-25.99136,27.84208,14-11-2011
,,,,,,-24.925278,29.324444,14-11-2011
9893.0,9012.0,10274.5,14215.0,16534.0,13084.0,-24.282222,28.090278,15-11-2011
,,,,,,-29.380556,30.2775,15-11-2011
10620.0,9642.0,11051.0,14286.0,15246.0,12579.5,-27.00222,28.76528,15-11-2011
10463.5,9479.5,10967.0,16928.0,17294.0,13421.5,-26.648056,27.089444,15-11-2011
8331.0,8195.0,8219.0,10478.0,9390.0,8647.0,-34.031944,22.053333,15-11-2011
9659.5,8723.0,9760.0,16915.5,14509.0,11954.0,-34.039722,22.133333,15-11-2011
10304.5,9510.0,10760.5,15208.5,15489.0,12683.0,-25.45963889,28.26430556,15-11-2011
,,,,,,-29.161667,23.696389,16-11-2011
9645.5,9057.0,9926.0,11265.0,10274.5,10020.5,-25.81048333,27.90955222,16-11-2011
,,,,,,-22.935,28.004167,16-11-2011
8364.0,8041.0,8391.0,12552.0,9951.0,8446.0,-34.065833,20.404167,16-11-2011
10273.0,9827.5,10411.0,14114.5,14152.5,11262.0,-27.937778,31.209444,16-11-2011
9770.0,9039.0,10184.5,13427.0,16220.0,13074.0,-28.404444,30.013056,16-11-2011
10156.0,9140.5,10470.5,15599.0,14994.0,12414.0,-28.141944,26.417778,16-11-2011
10822.5,9731.0,11835.0,15148.0,16030.5,13600.5,-30.160091,27.40124,16-11-2011
9467.5,8613.5,9125.0,17622.0,13167.0,10309.0,-34.02861,22.22222,16-11-2011
9978.0,9266.0,10449.0,15108.5,14915.0,12066.0,-33.818056,19.694722,16-11-2011
10389.0,9333.5,11150.5,15048.0,16234.5,13059.5,-34.075556,20.145556,16-11-2011
,,,,,,-34.005833,22.351111,16-11-2011
,,,,,,-28.058889,30.373611,16-11-2011
10066.0,9284.5,10695.0,13696.0,13777.0,11805.5,-22.91028,29.61111,17-11-2011
10998.0,9840.5,11924.0,13081.5,15287.5,13809.0,-27.38972222,26.46388889,17-11-2011
10240.0,9358.0,10631.5,15641.0,13904.0,12090.5,-27.398611,26.614722,17-11-2011
10859.0,9825.0,11162.5,15352.0,15420.0,13345.5,-27.671111,27.236944,17-11-2011
11783.0,10793.0,12266.0,17028.0,16265.0,13409.0,-33.897778,20.012778,17-11-2011
,,,,,,-27.902778,24.615556,18-11-2011
9011.0,8317.5,8533.0,7952.0,7638.0,7578.0,-28.760833,17.730278,19-11-2011
10836.5,9640.0,10309.0,8924.0,8462.0,8280.0,-29.161667,23.696389,21-11-2011
9510.5,8930.0,9394.5,12271.5,11035.5,9598.5,-27.01011111,26.69808333,21-11-2011
10169.0,9211.0,10326.0,14826.0,15466.5,12396.0,-29.7775,29.470833,21-11-2011
4664.0,4339.5,4418.5,5180.0,4786.5,4188.0,-29.744167,29.905833,21-11-2011
10379.0,9491.0,11107.5,14152.0,16846.5,14296.5,-26.861111,28.884722,21-11-2011
10161.0,9288.0,10266.0,15522.0,14844.0,12484.5,-26.45,28.085833,21-11-2011
10615.0,9583.5,11543.0,15206.0,16756.5,13988.5,-26.98472222,26.63227778,21-11-2011
9486.5,8532.5,9124.5,15748.0,13168.0,10412.5,-31.554722,29.245556,21-11-2011
,,,,,,-25.127778,27.628889,22-11-2011
,,,,,,-25.20639,27.558,22-11-2011
9934.5,8966.0,10103.0,14325.0,12063.0,10486.5,-24.69514,27.40906,22-11-2011
9354.5,8575.0,9241.0,16425.0,13857.5,11256.5,-29.987778,29.851667,22-11-2011
10898.0,9782.0,11336.0,17011.0,19616.0,15585.0,-27.169444,29.233889,22-11-2011
8879.0,8368.0,8759.5,9142.0,8400.0,8042.0,-26.970278,27.211111,22-11-2011
,,,,,,-26.880278,26.965,22-11-2011
10600.0,9363.0,11361.0,17036.0,15043.0,12413.0,-31.394444,20.947222,22-11-2011
11086.0,9663.5,12417.0,14216.0,18469.5,16203.5,-29.651389,22.746389,22-11-2011
11517.0,9912.0,12945.0,16355.0,19608.0,15472.0,-27.495556,26.074722,22-11-2011
,,,,,,-23.658056,31.05,23-11-2011
9800.5,8884.0,9936.0,17146.0,15643.5,12264.5,-28.747778,31.745833,23-11-2011
